split,pdb_id,kinase,state,label,dfg_state,alphac_state,motif_descriptor,ligand_present,resolution,residues,dfg_found,alphac_glu_found,x,y,representation,method
train,8c7y,BRAF,inactive,0,out,in,dfg_out_alphac_in,1,1.65,275,True,True,-1.4169222789080655,7.502630607491235,ca_coordinates,PCA
train,4clj,ALK,active,1,in,in,active,1,1.66,295,True,True,0.9868877719571924,6.850183934131595,ca_coordinates,PCA
train,8u8x,ERBB2,inactive,0,out-like,out,inactive,1,1.69,308,True,True,8.4414699727017,-0.3779704394502718,ca_coordinates,PCA
train,8a2b,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.69,272,True,True,-7.616841867559062,-7.2888142279064825,ca_coordinates,PCA
train,5aac,ALK,active,1,in,in,active,1,1.7,292,True,True,0.2636645989182517,7.366219334849531,ca_coordinates,PCA
train,4fnx,ALK,active,1,in,in,active,0,1.7,292,True,True,-3.346468763613745,5.022975437789419,ca_coordinates,PCA
train,2hzi,ABL1,inactive,0,out-like,in,dfg_out_alphac_in,1,1.7,264,True,True,1.3927196100279906,-5.3924458249585365,ca_coordinates,PCA
train,3w33,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.7,297,True,True,-2.570202091132846,6.026886072883917,ca_coordinates,PCA
train,4foc,ALK,active,1,in,in,active,1,1.7,296,True,True,0.3802515396834793,7.046748865027692,ca_coordinates,PCA
train,5ftq,ALK,active,1,in,in,active,1,1.7,293,True,True,-0.16555552832744339,7.132821112303689,ca_coordinates,PCA
train,6tfy,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.7,264,True,True,-7.534917541300339,-7.917457207396088,ca_coordinates,PCA
train,4anl,ALK,active,1,in,in,active,0,1.7,292,True,True,0.2802907421867587,7.3159262973603845,ca_coordinates,PCA
train,2yfx,ALK,active,1,in,in,active,1,1.7,292,True,True,0.6373545875502109,7.182977391047661,ca_coordinates,PCA
train,4i22,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.71,297,True,True,-3.2391953170393033,5.4501541554189785,ca_coordinates,PCA
train,7ozb,FGFR1,active,1,in,in,active,1,1.71,288,True,True,-2.1718351230212183,6.910571236000838,ca_coordinates,PCA
train,4cmt,ALK,active,1,in,in,active,1,1.73,284,True,True,-1.886878875763887,6.663406401176292,ca_coordinates,PCA
train,5aaa,ALK,active,1,in,in,active,1,1.73,294,True,True,1.3431068483191466,6.704600065638465,ca_coordinates,PCA
train,3aox,ALK,active,1,in,in,active,1,1.75,298,True,True,-0.6304749297107604,7.296681800826212,ca_coordinates,PCA
train,4fnw,ALK,active,1,in,in,active,0,1.75,304,True,True,4.380723111258697,4.980682360155034,ca_coordinates,PCA
train,4anq,ALK,active,1,in,in,active,1,1.76,293,True,True,0.7011176760901718,7.1823265067754445,ca_coordinates,PCA
train,6wxn,EGFR,inactive,0,in,out,dfg_in_alphac_out,0,1.76,298,True,True,-3.393197817269666,5.964581126474237,ca_coordinates,PCA
train,7pcd,ERBB2,active,1,in,in,active,1,1.77,272,True,True,-0.8549794915928056,7.526172138314939,ca_coordinates,PCA
train,6v66,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.79,314,True,True,-0.939203724680618,8.095756023557701,ca_coordinates,PCA
train,4ctb,ALK,active,1,in,in,active,1,1.79,292,True,True,0.2264100388118964,7.3650607031774555,ca_coordinates,PCA
train,4i24,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.8,304,True,True,-2.8093650684419726,6.7079943697199695,ca_coordinates,PCA
train,3l9p,ALK,active,1,in,in,active,0,1.8,303,True,True,6.957848588389973,-0.8204929127297502,ca_coordinates,PCA
train,4cmu,ALK,active,1,in,in,active,1,1.8,294,True,True,1.2866701577453519,6.765746920683952,ca_coordinates,PCA
train,6cdt,ALK,active,1,in,in,active,0,1.8,292,True,True,0.356690891763022,7.286886180742878,ca_coordinates,PCA
train,6tfz,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.8,264,True,True,-7.59364614511366,-7.868295994301741,ca_coordinates,PCA
train,2g1t,ABL1,inactive,0,in,out,dfg_in_alphac_out,0,1.8,277,True,True,6.396312372962988,-1.614035341098025,ca_coordinates,PCA
train,5gnk,EGFR,active,1,in,in,active,1,1.8,277,True,True,-2.9016770268578997,6.351213973698041,ca_coordinates,PCA
train,3w32,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.8,317,True,True,7.093646275068292,-1.3147547986978894,ca_coordinates,PCA
train,5uga,EGFR,inactive,0,out,out,inactive,1,1.82,283,True,True,-1.449458878262444,7.675327406220593,ca_coordinates,PCA
train,7ozd,FGFR1,active,1,in,in,active,1,1.82,282,True,True,-3.168663552515131,5.440324309152905,ca_coordinates,PCA
train,3qrj,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,1.82,258,True,True,-4.272706982572332,2.4291104281298996,ca_coordinates,PCA
train,7ozf,FGFR1,active,1,in,in,active,1,1.82,288,True,True,-2.545132232819466,6.196525604045725,ca_coordinates,PCA
train,4cmo,ALK,active,1,in,in,active,1,1.83,295,True,True,1.045288981179405,6.860323126321858,ca_coordinates,PCA
train,7jxq,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.83,296,True,True,-2.961867581554316,6.522608195218653,ca_coordinates,PCA
train,7r7k,ALK,active,1,in,in,active,1,1.831,290,True,True,0.3250125683272849,7.315031005025355,ca_coordinates,PCA
train,5x2a,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.85,322,True,True,-1.3185508056801023,8.08336717056218,ca_coordinates,PCA
train,4ans,ALK,active,1,in,in,active,1,1.85,293,True,True,0.5665038953839077,7.228690144967864,ca_coordinates,PCA
train,3pyy,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,1.85,257,True,True,-3.3740916386851203,3.6147140681140435,ca_coordinates,PCA
train,5hg7,EGFR,inactive,0,out,out,inactive,1,1.85,280,True,True,8.771587260805129,1.5927891238111354,ca_coordinates,PCA
train,4wkq,EGFR,active,1,in,in,active,1,1.85,296,True,True,-4.228881932308495,0.6673973696128762,ca_coordinates,PCA
train,6npv,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,1.86,264,True,True,-3.8545552482885985,4.489023897011118,ca_coordinates,PCA
train,5aa8,ALK,active,1,in,in,active,1,1.86,292,True,True,0.4173726821672653,7.342144917150204,ca_coordinates,PCA
train,7btt,ALK,active,1,in,in,active,1,1.86,304,True,True,6.494016774614308,-1.5656874352758023,ca_coordinates,PCA
train,5iui,ALK,active,1,in,in,active,1,1.88,303,True,True,1.2996348298274634,6.723436968854685,ca_coordinates,PCA
train,5cnn,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.9,300,True,True,-3.0870821007130265,6.033565821974681,ca_coordinates,PCA
train,1blx,CDK6,inactive,0,in,out,dfg_in_alphac_out,0,1.9,305,True,True,4.648490197411805,3.7265278036796174,ca_coordinates,PCA
train,7a2a,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.9,266,True,True,-7.587586401826172,-7.855533287142404,ca_coordinates,PCA
train,3w2s,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.9,307,True,True,-2.4743334829223556,6.864193980978771,ca_coordinates,PCA
train,6p8q,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.9,309,True,True,-2.7794139533260003,6.733028589642855,ca_coordinates,PCA
train,2xp2,ALK,active,1,in,in,active,1,1.9,285,True,True,3.638775577005539,4.809684108464427,ca_coordinates,PCA
train,7nh5,AKT1,inactive,0,out,na,unknown,1,1.9,383,True,True,-5.430959586593218,-5.431531518244349,ca_coordinates,PCA
train,8uw9,AKT1,inactive,0,out,na,unknown,1,1.9,388,True,True,-2.5338361403870664,4.5885072243808,ca_coordinates,PCA
train,4wrg,EGFR,active,1,in,in,active,0,1.9,289,True,True,-4.062860397108522,0.9574896411376004,ca_coordinates,PCA
train,2yjs,ALK,active,1,in,in,active,0,1.9,286,True,True,-1.6262528179465014,6.878538340051208,ca_coordinates,PCA
train,3qkl,AKT1,active,1,in,in,active,1,1.9,317,True,True,-1.902123711994782,1.3289975733367057,ca_coordinates,PCA
train,2yjr,ALK,active,1,in,in,active,0,1.9,278,True,True,4.334516597349466,4.818163002147715,ca_coordinates,PCA
train,4cnh,ALK,active,1,in,in,active,1,1.9,285,True,True,-1.1918444037770712,6.856697313411999,ca_coordinates,PCA
train,4fob,ALK,active,1,in,in,active,1,1.9,295,True,True,-0.6915009515842466,7.632542442491078,ca_coordinates,PCA
train,2yhv,ALK,active,1,in,in,active,0,1.9,291,True,True,-0.1434174410859392,7.402878181409456,ca_coordinates,PCA
train,5o49,FGFR1,active,1,in,in,active,1,1.91,286,True,True,-2.7174562294467943,6.600892976309645,ca_coordinates,PCA
train,2f4j,ABL1,active,1,in,in,active,1,1.91,287,True,True,-0.4923147648317723,-6.869024874945626,ca_coordinates,PCA
train,9bfb,BRAF,inactive,0,in,out,dfg_in_alphac_out,1,1.92,272,True,True,-0.4808173537220143,7.4347423885828965,ca_coordinates,PCA
train,5iug,ALK,inactive,0,out,in,dfg_out_alphac_in,1,1.93,285,True,True,-2.8491995845588463,5.297916411925749,ca_coordinates,PCA
train,7k0v,BRAF,inactive,0,out,in,dfg_out_alphac_in,1,1.93,262,True,True,-2.675575062017285,6.080647424346258,ca_coordinates,PCA
train,5aa9,ALK,active,1,in,in,active,1,1.93,295,True,True,1.4549328121186722,6.679131889152426,ca_coordinates,PCA
train,7r7r,ALK,active,1,in,in,active,1,1.935,291,True,True,0.07026200890938794,7.299176878673486,ca_coordinates,PCA
train,5yu9,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.95,300,True,True,-3.178442472925777,6.30192509629603,ca_coordinates,PCA
train,3lcs,ALK,active,1,in,in,active,1,1.95,304,True,True,6.610061183667565,-1.665851069815207,ca_coordinates,PCA
train,5ita,BRAF,inactive,0,in,out,dfg_in_alphac_out,1,1.95,252,False,True,-3.0769836836876205,-3.2357106914878333,ca_coordinates,PCA
train,2xba,ALK,active,1,in,in,active,1,1.95,283,True,True,-1.6362114147535016,6.712796726253387,ca_coordinates,PCA
train,5am6,FGFR1,active,1,in,in,active,1,1.96,280,True,True,-6.568581144424816,-7.489571206414613,ca_coordinates,PCA
train,5am7,FGFR1,active,1,in,in,active,1,1.96,287,True,True,-2.7914650504733096,6.248575899311972,ca_coordinates,PCA
train,4uwc,FGFR1,active,1,in,in,active,1,1.96,301,True,True,-0.8667385895293971,6.69390744613373,ca_coordinates,PCA
train,6mx8,ALK,active,1,in,in,active,1,1.96,282,True,True,3.2800539970742313,4.396484989318211,ca_coordinates,PCA
train,5j7h,ALK,active,1,in,in,active,1,1.96,291,True,True,-0.8701414058614397,7.042024774844621,ca_coordinates,PCA
train,4zse,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,1.97,297,True,True,-2.74233212944329,6.48970174747449,ca_coordinates,PCA
train,8uw7,AKT1,inactive,0,out,out,inactive,1,1.972,397,True,True,-5.0420105557036505,-5.219049420303916,ca_coordinates,PCA
train,6oqo,CDK6,inactive,0,in,out,dfg_in_alphac_out,1,1.977,269,True,True,4.0931053799934185,4.85107734722185,ca_coordinates,PCA
train,8sc7,EGFR,active,1,in,in,active,1,1.984,320,True,True,-3.9370150896931992,1.8505018363780443,ca_coordinates,PCA
train,8jmz,FGFR1,active,1,in,in,active,1,1.988,306,True,True,-1.356147720467491,6.379615345456721,ca_coordinates,PCA
train,6itj,FGFR1,active,1,in,in,active,1,1.99,293,True,True,-1.7953749203626221,6.392335483076554,ca_coordinates,PCA
train,2g2h,ABL1,inactive,0,out-like,in,dfg_out_alphac_in,1,2.0,272,True,True,-0.4871176837588055,-6.816407657766744,ca_coordinates,PCA
train,4fod,ALK,active,1,in,in,active,1,2.0,308,True,True,0.634808624740654,7.003724986009693,ca_coordinates,PCA
train,1fgk,FGFR1,active,1,in,in,active,0,2.0,278,True,True,-3.2778520540713774,6.7077239305942085,ca_coordinates,PCA
train,7a6k,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.0,266,True,True,-7.628660683846499,-7.777758047583458,ca_coordinates,PCA
train,6tfw,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.0,266,True,True,-3.476879075107973,5.544470058501881,ca_coordinates,PCA
train,6tfu,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.0,260,True,True,-6.931145063136571,-7.9237366241065015,ca_coordinates,PCA
train,7jyt,ALK,active,1,in,in,active,1,2.0,281,True,True,-2.348968651593492,6.396135126163274,ca_coordinates,PCA
train,4zsa,FGFR1,active,1,in,in,active,1,2.0,282,True,True,-3.2981400656703985,5.153815211091294,ca_coordinates,PCA
train,6mzq,FGFR1,active,1,in,in,active,1,2.0,260,True,True,-6.4184871291210355,-7.923802003960333,ca_coordinates,PCA
train,6z4d,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.0,269,True,True,-3.0591659094439656,6.307922315190403,ca_coordinates,PCA
train,3cqw,AKT1,active,1,in,in,active,1,2.0,318,True,True,-1.8267619718789223,1.6313013024862781,ca_coordinates,PCA
train,6c1b,FGFR1,active,1,in,in,active,1,2.0,265,True,True,-6.739877968423906,-7.641898608389578,ca_coordinates,PCA
train,4ekl,AKT1,active,1,in,in,active,1,2.0,329,True,True,-1.911980721304053,1.3275314142172725,ca_coordinates,PCA
train,7a6j,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.0,270,True,True,-3.181228857422756,6.219869521969875,ca_coordinates,PCA
train,2rgp,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.0,284,True,True,3.507783555687647,4.276293796761378,ca_coordinates,PCA
train,6xfp,BRAF,inactive,0,out,in,dfg_out_alphac_in,1,2.0,272,True,True,-1.6954848034436303,7.369206463065238,ca_coordinates,PCA
train,4xv9,BRAF,inactive,0,out,out,inactive,1,2.0,261,True,True,-2.3315298917539398,6.0196350654002675,ca_coordinates,PCA
train,4ccu,ALK,active,1,in,in,active,1,2.0,292,True,True,0.5511642186726662,7.278410440404652,ca_coordinates,PCA
train,7w7x,ABL1,inactive,0,out-like,in,dfg_out_alphac_in,1,2.00001,266,True,True,-0.11275184191034311,-6.281192722341747,ca_coordinates,PCA
train,4mkc,ALK,active,1,in,in,active,1,2.01,303,True,True,7.14065333796473,-1.0433044524727562,ca_coordinates,PCA
train,5o4a,FGFR1,active,1,in,in,active,1,2.01,291,True,True,-2.060775043433031,6.597551069328042,ca_coordinates,PCA
train,3rhx,FGFR1,active,1,in,in,active,1,2.01,275,True,True,-3.331953890682742,5.266331744222222,ca_coordinates,PCA
train,3mvh,AKT1,active,1,in,in,active,1,2.01,311,True,True,-1.937379001355028,1.5108654986108978,ca_coordinates,PCA
train,4ccb,ALK,active,1,in,in,active,1,2.03,287,True,True,4.457016717347942,5.096831063394937,ca_coordinates,PCA
train,4ctc,ALK,active,1,in,in,active,1,2.03,288,True,True,4.724631956385355,4.904356744424831,ca_coordinates,PCA
train,4dce,ALK,active,1,in,in,active,1,2.03,288,True,True,3.2626375663666694,4.442572908767819,ca_coordinates,PCA
train,6n0q,BRAF,inactive,0,out,in,dfg_out_alphac_in,1,2.04,257,True,True,2.4450627109412046,3.7807942468746885,ca_coordinates,PCA
train,6lud,EGFR,active,1,in,in,active,1,2.05,310,True,True,-4.363715667462873,0.7495163716625857,ca_coordinates,PCA
train,4f64,FGFR1,active,1,in,in,active,1,2.05,278,True,True,-3.378151720414983,6.54089066885769,ca_coordinates,PCA
train,5x2c,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.05,304,True,True,-2.754723092109787,6.735653327009604,ca_coordinates,PCA
train,3w2r,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.05,297,True,True,-7.343460171694338,-7.2101175180318355,ca_coordinates,PCA
train,3w2p,EGFR,active,1,in,in,active,1,2.05,308,True,True,-3.9887070251928964,3.074151254515957,ca_coordinates,PCA
train,7apj,AKT1,inactive,0,out,na,unknown,0,2.05,385,False,True,0.1578424522350862,-3.34954642170352,ca_coordinates,PCA
train,4cli,ALK,active,1,in,in,active,1,2.05,294,True,True,1.3081840314620863,6.755217141911943,ca_coordinates,PCA
train,6xl4,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.06,293,True,True,-3.243461499972999,6.195301433344864,ca_coordinates,PCA
train,3c4f,FGFR1,active,1,in,in,active,1,2.07,290,True,True,-3.296840986004424,5.921242697134028,ca_coordinates,PCA
train,5a4c,FGFR1,active,1,in,in,active,1,2.09,286,True,True,-2.9645817715154843,6.5073250232001705,ca_coordinates,PCA
train,8fv3,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.1,299,True,True,-2.870923476371492,6.311303573634702,ca_coordinates,PCA
train,5vam,BRAF,inactive,0,out,in,dfg_out_alphac_in,1,2.1,269,True,True,-1.7437036553635021,7.294146379689684,ca_coordinates,PCA
train,7zyq,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.1,270,True,True,-2.9727456024805674,6.396940382931951,ca_coordinates,PCA
train,3qri,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,2.1,262,True,True,-4.2255977688006086,2.7629621542035165,ca_coordinates,PCA
train,6v6o,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.1,297,True,True,-2.8101774422681856,6.575891051569403,ca_coordinates,PCA
train,2hz0,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,2.1,243,True,True,-7.058112292802701,-7.859073377415772,ca_coordinates,PCA
train,5cas,EGFR,active,1,in,in,active,1,2.1,299,True,True,-6.704580674478175,-8.658810595562342,ca_coordinates,PCA
train,5iuh,ALK,inactive,0,out,in,dfg_out_alphac_in,1,2.1,285,True,True,-2.720773634569828,5.537733781765366,ca_coordinates,PCA
train,3lct,ALK,active,1,in,in,active,1,2.1,308,True,True,7.121231596198703,-1.141151278380271,ca_coordinates,PCA
train,4tt7,ALK,active,1,in,in,active,1,2.1,291,True,True,5.759652774335483,5.3221033195908545,ca_coordinates,PCA
train,8uvy,AKT1,inactive,0,out,na,unknown,1,2.11,396,True,True,-2.386589940184161,4.669869642565443,ca_coordinates,PCA
train,6p3d,BRAF,inactive,0,out,in,dfg_out_alphac_in,1,2.11,264,True,True,3.0168223746496885,3.7740423193836534,ca_coordinates,PCA
train,4v04,FGFR1,active,1,in,in,active,0,2.12,292,True,True,-1.0762573774492652,6.130002699009676,ca_coordinates,PCA
train,6c19,FGFR1,active,1,in,in,active,1,2.12,276,True,True,-2.7783032033512396,5.422010516643462,ca_coordinates,PCA
train,6npz,AKT1,active,1,in,in,active,0,2.12,320,True,True,-1.64135538245966,1.4643891668532907,ca_coordinates,PCA
train,5imx,ALK,active,1,in,in,active,1,2.12,266,True,True,1.9098247551771583,6.005227576024818,ca_coordinates,PCA
train,5hg9,EGFR,inactive,0,out,out,inactive,1,2.15,280,True,True,-2.607188344080037,6.718414197660563,ca_coordinates,PCA
train,6npe,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,2.15,256,True,True,-3.1966485590162086,3.7748804305673107,ca_coordinates,PCA
train,6c1c,FGFR1,active,1,in,in,active,1,2.15,276,True,True,-6.386811272507746,-6.722491078120532,ca_coordinates,PCA
train,5b7v,FGFR1,active,1,in,in,active,1,2.15,282,True,True,-3.197437534924749,5.633866536950985,ca_coordinates,PCA
train,3wj6,FGFR1,active,1,in,in,active,1,2.15,277,True,True,-3.429763478372484,5.4834528540862495,ca_coordinates,PCA
train,7jxp,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.16,308,True,True,8.217566080052789,0.6449964358459436,ca_coordinates,PCA
train,5mo4,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,2.17,429,False,True,-2.242590255597091,-2.9055271216680962,ca_coordinates,PCA
train,8d73,EGFR,active,1,in,in,active,1,2.17,309,True,True,-3.8492399292013286,2.932988510016066,ca_coordinates,PCA
train,6ccy,AKT1,active,1,in,in,active,1,2.18,325,True,True,-1.7653959790245437,1.1856537801155593,ca_coordinates,PCA
train,5jsm,BRAF,inactive,0,in,out,dfg_in_alphac_out,0,2.19,265,True,True,-1.4813272101363462,7.297321713153265,ca_coordinates,PCA
train,4nka,FGFR1,active,1,in,in,active,1,2.19,287,False,True,-1.3294766637946518,-4.409569579809027,ca_coordinates,PCA
train,4rwl,FGFR1,active,1,in,in,active,1,2.19,282,True,True,-3.3504402514391805,5.608755262300244,ca_coordinates,PCA
train,4ejn,AKT1,inactive,0,out,na,unknown,1,2.19,376,True,True,-5.559270581461105,-5.169533337874577,ca_coordinates,PCA
train,7jxm,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.192,287,True,True,-7.471505812880254,-7.983884623296981,ca_coordinates,PCA
train,6v6k,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.2,301,True,True,-3.139209483757172,6.273413487612628,ca_coordinates,PCA
train,5vnd,FGFR1,active,1,in,in,active,1,2.2,302,True,True,-0.8794827379954665,6.22702447150701,ca_coordinates,PCA
train,2e2b,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,2.2,270,True,True,-4.0944673598696495,3.6356917866368006,ca_coordinates,PCA
train,2hiw,ABL1,inactive,0,out,in,dfg_out_alphac_in,1,2.2,274,True,True,-3.0135116963650455,6.489406693488241,ca_coordinates,PCA
train,6jrx,EGFR,active,1,in,in,active,1,2.2,300,True,True,-3.7705406078107395,5.009500221985731,ca_coordinates,PCA
train,7t4j,EGFR,active,1,in,in,active,1,2.2,279,True,True,-2.6429735095170797,-7.613491459178548,ca_coordinates,PCA
train,6mzw,FGFR1,active,1,in,in,active,1,2.2,258,False,True,-2.6214453888350935,-4.482805004325206,ca_coordinates,PCA
train,8uw2,AKT1,inactive,0,out,na,unknown,1,2.2,392,True,True,-2.6888189403485105,4.254612824976941,ca_coordinates,PCA
train,3w2q,EGFR,active,1,in,in,active,1,2.2,307,True,True,-3.907499152474956,3.4796438792969857,ca_coordinates,PCA
train,5x2f,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.2,312,True,True,8.746494422778811,2.1567407681779116,ca_coordinates,PCA
train,5aab,ALK,active,1,in,in,active,1,2.2,293,True,True,6.398637992228039,4.6360891184296165,ca_coordinates,PCA
train,5ur1,FGFR1,active,1,in,in,active,1,2.2,278,True,True,-6.4195896677627164,-6.826959631270286,ca_coordinates,PCA
train,4wa9,ABL1,inactive,0,out-like,in,dfg_out_alphac_in,1,2.2,276,True,True,-1.3287485814719027,7.9290234645674005,ca_coordinates,PCA
train,6duk,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.2,296,True,True,-2.7772210048329544,6.7406002218746695,ca_coordinates,PCA
train,3cqu,AKT1,active,1,in,in,active,1,2.2,318,True,True,-2.199382493750969,-6.352323813776182,ca_coordinates,PCA
train,8fv4,EGFR,inactive,0,in,out,dfg_in_alphac_out,1,2.2,298,True,True,-3.2133286211239636,5.9560783363419745,ca_coordinates,PCA
train,7n9g,ABL1,inactive,0,out-like,in,dfg_out_alphac_in,1,2.2,250,True,True,-2.725004834026259,5.536865387660102,ca_coordinates,PCA
train,6p69,FGFR1,active,1,in,in,active,1,2.2,286,True,True,-2.018343958584481,7.509409578898419,ca_coordinates,PCA
train,8hv4,EGFR,active,1,in,in,active,1,2.2,304,True,True,-4.089582819478473,3.622456158077863,ca_coordinates,PCA
