split,source_pdb,target_pdb,kinase,coverage,identity,gap_fraction,gaps,valid_points,real_consecutive_edges
train,5iug,7r7k,ALK,0.9428571428571428,1.0,0.05714285714285716,12,144,102
train,5iug,4ccu,ALK,0.9428571428571428,1.0,0.05714285714285716,12,144,102
train,5iug,4ctb,ALK,0.9428571428571428,1.0,0.05714285714285716,12,144,102
train,5iug,2yjr,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,105
train,5iuh,2yjr,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,103
train,5iuh,4fob,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,101
train,5iug,7jy4,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,101
train,5iuh,5ftq,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,99
train,5iug,5kz0,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,101
train,5iug,5ftq,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,100
train,5iug,4tt7,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,105
train,5iug,6cdt,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,103
train,5iuh,7r7k,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,103
train,5iuh,4ccu,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,103
train,5iuh,4ctb,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,103
train,5iug,5a9u,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,104
train,5iug,5aac,ALK,0.9380952380952381,1.0,0.06190476190476191,13,144,104
train,5iuh,7jy4,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,103
train,5iuh,5kz0,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,103
train,5iuh,4foc,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,103
train,5iuh,6cdt,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,103
train,5iug,4foc,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,103
train,5iuh,4tt7,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,99
train,5iug,2yfx,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,104
train,5iug,4anl,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,102
train,5iug,4anq,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,102
train,5iug,2yhv,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,104
train,5iuh,5a9u,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,104
train,5iuh,5aac,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,104
train,5iug,5aa8,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,104
train,5iuh,2yhv,ALK,0.9333333333333333,1.0,0.06666666666666665,14,144,103
train,5iug,4cd0,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,106
train,5iug,4clj,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,106
train,5iuh,4fod,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,104
train,5iug,4cmo,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,105
train,5iug,4cmu,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,105
train,5iug,4cli,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,105
train,5iug,4ans,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,98
train,5iuh,2yfx,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,101
train,5iug,4fod,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,104
train,5iug,5aab,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,104
train,5iuh,4anl,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,102
train,5iuh,4anq,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,102
train,5iuh,5aa8,ALK,0.9285714285714286,1.0,0.0714285714285714,15,144,101
train,5iug,5aaa,ALK,0.9238095238095239,1.0,0.07619047619047614,16,144,102
train,5iuh,4cd0,ALK,0.9238095238095239,1.0,0.07619047619047614,16,144,101
train,5iug,5aa9,ALK,0.9238095238095239,1.0,0.07619047619047614,16,144,102
train,5iuh,4clj,ALK,0.9238095238095239,1.0,0.07619047619047614,16,144,101
train,5iuh,5fto,ALK,0.9238095238095239,1.0,0.07619047619047614,16,144,100
train,5iuh,4cmo,ALK,0.9238095238095239,1.0,0.07619047619047614,16,144,103
train,5iuh,4cmu,ALK,0.9238095238095239,1.0,0.07619047619047614,16,144,103
train,6mx8,5iug,ALK,0.9809523809523809,1.0,0.01904761904761909,4,144,97
train,6mx8,5iuh,ALK,0.9809523809523809,1.0,0.01904761904761909,4,144,100
train,4fnz,5iuh,ALK,0.9714285714285714,1.0,0.02857142857142858,6,144,101
train,7jys,5iug,ALK,0.9714285714285714,1.0,0.02857142857142858,6,144,101
train,7jyt,5iug,ALK,0.9714285714285714,1.0,0.02857142857142858,6,144,101
train,4fnz,5iug,ALK,0.9666666666666667,1.0,0.033333333333333326,7,144,99
train,4dce,5iug,ALK,0.9666666666666667,1.0,0.033333333333333326,7,144,101
train,7jys,5iuh,ALK,0.9666666666666667,1.0,0.033333333333333326,7,144,101
train,7jyt,5iuh,ALK,0.9666666666666667,1.0,0.033333333333333326,7,144,101
train,2xb7,5iuh,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,102
train,4dce,5iuh,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,101
train,2xb7,5iug,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,102
train,2xba,5iuh,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,100
train,4cmt,5iuh,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,100
train,4cmt,5iug,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,98
train,2xba,5iug,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,102
train,2yjs,5iuh,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,102
train,4ctc,5iug,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,101
train,4cnh,5iuh,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,100
train,4fnx,5iuh,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,100
train,2xp2,5iuh,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,100
train,2xp2,5iug,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,101
train,6e0r,5iug,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,102
train,6e0r,5iuh,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,101
train,7jyr,5iug,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,102
train,5j7h,5iuh,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,103
train,5j7h,5iug,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,102
train,4ctc,5iuh,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,102
